rainfall_1h,rainfall_3h,rainfall_6h,rainfall_24h,forecast_rain_3h,forecast_rain_6h,soil_moisture,soil_saturation,water_level,water_level_rise_rate,incoming_flow,elevation,slope,flow_accumulation,storage_remaining,historical_flood_frequency,target_flood_1h,target_flood_3h,target_flood_6h,prob_groundtruth_1h,prob_groundtruth_3h,prob_groundtruth_6h
0.03,0.25,5.19,7.61,0.52,2.18,26.42,35.26,5.51,-0.382,10450.1,96.1,2.16,163304.0,75.0,1.45,0,0,0,0.0,0.001,0.0
13.54,29.52,72.86,124.57,13.98,45.07,63.6,77.06,7.29,0.169,13210.3,127.2,5.54,121230.0,42.21,0.82,0,1,1,0.315,0.779,0.768
0.72,4.59,15.53,37.24,0.99,1.84,37.36,41.81,5.66,-0.136,8536.5,148.9,3.33,103238.0,75.0,0.48,0,0,0,0.0,0.004,0.0
2.95,4.17,10.05,64.76,1.72,4.01,38.29,46.58,6.16,-0.282,13105.4,52.2,1.6,212113.0,75.0,2.36,0,0,0,0.0,0.024,0.027
72.99,154.63,308.57,492.3,68.21,197.02,85.32,99.5,10.48,0.914,32255.9,94.4,4.1,167139.0,0.92,1.2,1,1,1,1.0,1.0,1.0
1.03,4.61,12.86,15.85,3.03,4.63,31.71,42.23,6.01,-0.265,10496.9,156.8,6.96,81624.0,75.0,0.54,0,0,0,0.0,0.006,0.0
70.15,191.17,324.22,548.36,84.02,227.26,84.98,99.5,10.67,0.822,32225.2,90.7,1.41,187843.0,0.92,1.88,1,1,1,1.0,1.0,1.0
1.43,5.1,6.46,21.09,1.86,4.0,36.69,43.05,6.18,-0.271,10330.3,117.9,6.24,159843.0,75.0,1.08,0,0,0,0.0,0.009,0.001
29.46,77.72,128.3,221.87,32.06,118.72,87.55,99.5,8.38,0.531,17472.1,120.2,6.65,133727.0,0.92,1.4,1,1,1,0.999,1.0,1.0
16.18,38.57,78.1,119.17,19.84,62.07,62.76,73.38,6.94,0.153,15063.1,61.7,0.91,185104.0,48.97,1.81,0,1,1,0.148,0.744,0.878
1.71,1.72,4.18,4.31,0.66,2.66,35.95,40.05,5.62,-0.323,11703.6,87.5,1.77,167113.0,75.0,1.31,0,0,0,0.0,0.004,0.0
42.32,103.5,175.25,294.5,58.61,115.09,89.44,99.5,9.03,0.338,22876.9,83.5,4.71,177035.0,0.92,1.2,1,1,1,1.0,1.0,1.0
35.38,80.87,159.66,241.64,59.83,102.49,84.67,99.5,9.32,0.384,24805.4,38.8,1.26,241025.0,0.92,2.71,1,1,1,1.0,1.0,1.0
0.3,1.32,5.24,20.52,0.17,0.32,36.46,38.38,5.85,-0.214,11321.9,38.5,0.5,218670.0,75.0,1.98,0,0,0,0.0,0.004,0.001
39.97,103.46,203.35,337.48,56.29,117.13,84.88,99.5,7.47,0.469,17318.6,155.6,1.53,81747.0,0.92,0.87,1,1,1,0.995,1.0,1.0
12.67,34.36,54.53,105.67,24.81,55.79,56.79,68.39,7.16,0.107,15350.0,74.6,2.28,198146.0,58.17,1.51,0,1,1,0.053,0.78,0.85
37.04,83.76,135.7,218.03,63.0,154.95,78.99,93.25,8.36,0.366,20171.2,110.1,1.55,161938.0,12.42,1.69,1,1,1,0.997,1.0,1.0
25.28,66.18,117.27,215.77,41.7,94.97,73.15,87.54,7.04,0.222,16734.7,78.3,2.16,176698.0,22.92,2.41,1,1,1,0.825,0.995,1.0
1.92,5.38,5.71,20.05,1.47,1.97,29.96,36.63,5.36,-0.305,6980.9,171.4,6.1,54324.0,75.0,0.1,0,0,0,0.0,0.001,0.0
1.61,1.84,2.62,4.56,5.59,9.79,32.2,39.57,6.79,-0.213,14106.3,72.6,4.45,242144.0,75.0,1.51,0,0,0,0.001,0.042,0.002
10.35,32.32,53.8,130.36,23.94,55.73,60.06,71.55,6.31,0.068,13668.7,97.3,2.9,174989.0,52.35,1.71,0,1,1,0.011,0.689,0.906
76.79,185.47,375.31,631.39,69.89,169.06,86.35,99.5,10.2,0.942,31328.4,161.5,8.77,82140.0,0.92,0.72,1,1,1,1.0,1.0,1.0
0.08,0.7,2.39,2.74,0.76,5.92,29.88,40.16,5.72,-0.45,6476.4,157.1,9.5,104539.0,75.0,0.86,0,0,0,0.0,0.001,0.0
15.92,24.08,39.29,76.6,27.45,56.53,50.48,58.54,6.91,-0.206,12016.3,62.0,3.77,203752.0,75.0,1.81,0,0,0,0.002,0.291,0.49
4.88,10.34,19.17,20.82,1.29,18.96,37.06,43.25,5.16,-0.309,10890.1,151.4,6.07,111347.0,75.0,1.31,0,0,0,0.0,0.002,0.002
23.73,81.7,152.35,263.38,61.18,133.51,88.04,99.5,8.78,0.395,20342.2,101.4,0.5,160666.0,0.92,1.46,1,1,1,0.999,1.0,1.0
14.86,34.31,65.18,134.77,29.41,73.42,63.0,75.19,6.77,0.088,13619.8,105.0,4.55,155332.0,45.65,1.01,0,1,1,0.081,0.825,0.94
39.74,94.23,154.02,237.58,38.1,96.81,87.4,99.5,8.46,0.72,22261.0,54.4,2.93,213071.0,0.92,2.02,1,1,1,1.0,1.0,1.0
50.19,133.68,251.2,464.51,66.32,205.74,82.43,99.5,10.47,0.524,27837.0,46.7,1.57,202265.0,0.92,1.84,1,1,1,1.0,1.0,1.0
0.49,3.27,11.84,12.92,9.02,12.65,34.99,42.51,5.84,-0.349,9898.6,140.6,9.33,140410.0,75.0,1.34,0,0,0,0.0,0.004,0.001
0.07,1.01,9.7,20.59,0.68,10.55,33.29,37.94,5.52,-0.233,9912.1,107.0,5.4,137493.0,75.0,1.14,0,0,0,0.0,0.001,0.002
76.49,190.62,380.58,628.35,74.34,201.05,86.09,99.5,10.71,0.963,34000.0,98.3,4.45,141588.0,0.92,1.61,1,1,1,1.0,1.0,1.0
2.22,2.72,3.43,5.5,0.43,0.81,31.81,38.2,5.98,-0.43,7421.9,140.8,7.68,107873.0,75.0,0.72,0,0,0,0.0,0.0,0.0
40.94,108.67,167.76,304.2,51.94,107.13,85.13,99.5,7.89,0.378,16852.9,146.0,5.99,90379.0,0.92,0.6,1,1,1,0.998,0.999,1.0
25.68,70.71,164.55,270.09,39.73,80.97,84.16,99.5,8.5,0.371,22832.3,58.0,0.5,209574.0,0.92,1.47,1,1,1,0.998,1.0,1.0
16.81,37.6,66.79,143.93,15.87,51.11,66.71,76.15,7.45,0.038,16931.0,123.5,3.21,142137.0,43.88,1.29,0,1,1,0.307,0.925,0.943
0.44,1.38,8.83,27.39,0.7,0.99,31.53,37.52,6.78,-0.402,14466.4,54.6,3.09,229378.0,75.0,2.48,0,0,0,0.0,0.01,0.003
0.53,4.1,4.52,17.9,4.41,5.1,33.48,40.05,5.5,-0.161,9349.4,143.9,2.95,119482.0,75.0,0.54,0,0,0,0.0,0.002,0.0
16.21,25.08,60.09,129.64,18.9,40.01,69.39,78.72,7.18,0.054,12158.3,130.3,4.04,119105.0,39.15,0.55,0,1,0,0.198,0.7,0.479
3.1,3.15,6.39,11.99,1.24,3.93,30.3,35.03,5.4,-0.412,8869.2,173.7,2.81,72293.0,75.0,0.63,0,0,0,0.0,0.001,0.0
11.95,23.41,58.8,89.76,10.42,39.78,57.39,65.55,6.74,0.056,18686.2,45.0,3.02,232119.0,63.38,1.73,0,1,1,0.01,0.551,0.773
12.04,24.72,56.27,112.07,16.98,51.54,61.78,65.34,7.51,0.005,14821.5,43.3,2.82,201706.0,63.78,2.62,0,1,1,0.049,0.697,0.845
17.45,33.8,72.38,114.76,25.24,59.71,57.22,73.15,7.52,0.221,17108.5,75.9,1.45,197458.0,49.4,1.52,0,1,1,0.396,0.943,0.923
1.22,6.81,7.88,13.39,0.17,4.71,27.97,35.93,6.22,-0.306,11009.1,72.9,2.75,170604.0,75.0,1.5,0,0,0,0.0,0.003,0.0
78.75,173.1,315.22,547.43,63.78,167.29,82.26,99.5,10.51,0.878,34000.0,70.8,1.61,225631.0,0.92,1.93,1,1,1,1.0,1.0,1.0
9.76,26.58,55.87,96.31,20.82,63.59,58.42,71.24,6.49,0.049,11292.4,166.4,7.67,74244.0,52.91,0.18,0,0,0,0.018,0.353,0.255
5.35,24.92,58.66,134.88,22.91,56.65,63.12,70.07,7.2,-0.037,14296.1,71.2,3.14,191806.0,55.08,1.64,0,1,1,0.04,0.798,0.885
75.79,161.86,325.48,538.2,81.92,168.28,77.91,99.5,10.17,0.763,32946.4,74.4,3.69,179135.0,0.92,1.91,1,1,1,1.0,1.0,1.0
8.8,21.56,58.29,134.32,14.62,31.85,63.23,72.97,7.09,0.186,10319.6,145.1,5.95,96415.0,49.73,0.1,0,1,0,0.12,0.667,0.267
85.0,196.47,386.25,546.4,100.04,245.1,80.74,99.5,10.38,0.911,34000.0,100.2,8.8,193857.0,0.92,1.93,1,1,1,1.0,1.0,1.0
0.2,0.64,2.04,4.97,7.41,8.99,32.44,38.09,6.38,-0.373,9750.3,147.6,2.44,116958.0,75.0,0.78,0,0,0,0.0,0.004,0.0
39.03,106.23,179.39,314.0,33.77,95.61,85.22,99.5,8.8,0.498,21764.0,44.5,0.5,203388.0,0.92,1.85,1,1,1,1.0,1.0,1.0
4.1,4.57,6.52,25.27,2.19,5.68,39.36,43.64,4.87,-0.269,10272.0,105.7,2.95,175726.0,75.0,1.06,0,0,0,0.0,0.001,0.001
41.33,77.5,173.77,324.37,30.57,101.31,83.91,99.5,8.55,0.575,24351.2,39.9,0.5,250050.0,0.92,2.6,1,1,1,1.0,1.0,1.0
28.71,65.75,140.81,272.33,62.17,136.29,84.14,99.5,9.0,0.479,22479.9,44.1,0.5,222880.0,0.92,2.42,1,1,1,0.999,1.0,1.0
2.33,2.66,3.6,45.8,4.37,5.31,29.05,40.21,4.99,-0.363,7556.9,166.4,2.83,84880.0,75.0,0.91,0,0,0,0.0,0.001,0.0
13.07,27.24,56.3,129.34,24.71,46.87,64.36,69.01,6.84,0.109,17574.5,55.2,1.02,213547.0,57.03,1.88,0,1,1,0.025,0.88,0.871
27.9,74.49,171.33,290.54,63.28,148.19,85.34,99.5,9.11,0.371,22005.7,112.2,2.0,174947.0,0.92,1.36,1,1,1,0.999,1.0,1.0
0.28,4.14,6.96,10.47,0.9,13.43,39.0,44.59,5.22,-0.351,10324.7,94.6,4.19,154525.0,75.0,1.65,0,0,0,0.0,0.003,0.001
32.1,95.88,174.51,284.23,57.87,144.53,87.26,99.5,9.06,0.329,23072.6,85.4,2.21,179752.0,0.92,1.86,1,1,1,0.999,1.0,1.0
0.09,0.91,3.74,8.31,3.06,3.49,33.22,39.28,5.64,-0.337,10524.1,165.5,5.26,75007.0,75.0,0.85,0,0,0,0.0,0.003,0.0
76.91,183.99,320.03,508.25,69.14,169.35,85.63,99.5,10.36,1.037,31910.4,38.2,1.95,212707.0,0.92,2.11,1,1,1,1.0,1.0,1.0
1.52,2.69,7.35,16.01,0.31,2.73,33.37,37.16,5.55,-0.378,8473.3,131.2,2.78,155375.0,75.0,0.96,0,0,0,0.0,0.001,0.0
14.83,27.89,62.34,102.29,12.71,38.52,48.78,61.73,5.11,0.121,8865.3,174.7,5.28,52646.0,70.42,0.19,0,0,0,0.001,0.019,0.05
0.59,4.17,6.64,7.65,2.01,4.23,36.07,40.87,5.5,-0.424,9281.1,116.2,4.83,143833.0,75.0,1.2,0,0,0,0.0,0.001,0.0
0.48,4.54,5.21,34.54,0.81,2.98,39.56,40.44,4.84,-0.45,4734.1,170.8,0.5,48882.0,75.0,0.64,0,0,0,0.0,0.0,0.0
17.08,38.02,55.25,114.17,16.21,46.46,65.38,71.78,7.5,0.197,16979.4,42.6,0.5,222921.0,51.93,1.77,0,1,1,0.263,0.941,0.886
14.66,31.09,48.22,104.72,10.48,35.93,52.88,57.71,6.58,-0.069,12731.7,95.7,3.95,171459.0,75.0,1.84,0,0,0,0.003,0.091,0.237
0.78,3.37,6.19,8.17,5.38,9.06,33.6,33.91,5.68,-0.45,11104.9,72.7,3.19,180362.0,75.0,1.49,0,0,0,0.0,0.002,0.0
27.92,101.56,204.52,296.0,52.94,123.74,81.43,99.5,8.07,0.446,21523.3,141.0,9.5,119639.0,0.92,0.77,1,1,1,0.998,1.0,1.0
0.26,0.92,4.24,8.89,3.6,3.96,29.51,36.26,5.23,-0.352,5900.5,177.3,6.71,63219.0,75.0,0.71,0,0,0,0.0,0.001,0.0
42.85,111.47,205.79,306.8,55.02,119.16,82.3,99.5,9.55,0.65,26042.6,72.2,3.59,210765.0,0.92,1.94,1,1,1,1.0,1.0,1.0
13.24,26.55,66.63,98.66,23.83,63.69,65.6,66.9,6.92,-0.02,13899.3,129.9,4.09,144600.0,60.9,1.12,0,1,1,0.034,0.735,0.754
13.4,24.67,48.22,103.96,16.59,31.74,58.07,67.6,6.77,-0.094,14252.5,63.7,2.57,194730.0,59.62,1.61,0,0,0,0.016,0.293,0.241
0.05,3.7,4.05,35.63,1.17,6.14,35.02,45.36,5.6,-0.327,9527.1,117.0,7.6,140784.0,75.0,0.89,0,0,0,0.0,0.002,0.002
6.63,30.38,46.4,78.5,11.09,29.19,47.05,58.6,6.21,-0.13,13477.7,102.3,0.5,160028.0,75.0,1.69,0,0,0,0.001,0.148,0.096
11.33,32.73,56.28,123.57,25.48,67.73,60.87,71.3,6.6,0.114,11458.0,175.9,7.47,78161.0,52.8,0.18,0,1,1,0.019,0.574,0.522
0.19,0.56,1.08,6.42,1.34,3.51,28.99,38.11,5.38,-0.45,7468.6,123.2,9.05,132332.0,75.0,0.96,0,0,0,0.0,0.0,0.0
0.36,2.79,4.44,9.91,0.22,3.36,40.36,41.99,6.35,-0.36,11719.8,85.7,3.43,180039.0,75.0,1.94,0,0,0,0.0,0.005,0.002
1.28,4.82,14.2,31.63,0.54,1.48,48.62,54.87,6.36,-0.19,14130.5,51.5,3.34,214496.0,75.0,1.82,0,0,0,0.001,0.048,0.008
2.96,6.86,12.96,28.22,0.62,7.2,38.69,44.6,6.45,-0.158,14022.9,56.9,1.35,213412.0,75.0,2.14,0,0,0,0.0,0.025,0.004
0.19,1.26,2.96,12.82,1.25,3.4,26.79,34.61,5.64,-0.447,13655.9,67.7,2.33,218264.0,75.0,1.92,0,0,0,0.0,0.006,0.001
0.97,2.31,3.46,16.55,3.13,5.41,33.29,43.05,5.81,-0.38,11170.3,71.4,2.54,204023.0,75.0,1.85,0,0,0,0.0,0.004,0.001
13.44,30.54,47.31,98.47,10.2,45.05,52.83,61.12,6.02,0.014,10958.9,158.3,0.5,100512.0,71.54,0.45,0,0,0,0.003,0.058,0.091
0.85,1.19,4.32,31.76,0.83,14.97,37.32,43.5,6.28,-0.45,10463.2,116.4,1.63,151193.0,75.0,1.03,0,0,0,0.0,0.009,0.001
3.84,7.69,14.41,20.76,1.03,11.84,33.08,42.69,6.65,-0.334,11343.4,110.9,1.69,144623.0,75.0,0.96,0,0,0,0.0,0.013,0.001
0.55,0.8,1.46,16.34,0.97,1.74,30.68,36.25,5.68,-0.329,13293.5,51.6,2.57,222813.0,75.0,2.28,0,0,0,0.0,0.005,0.002
15.58,31.89,63.92,101.61,13.86,32.63,53.5,63.09,6.48,0.026,9869.7,159.7,8.1,72058.0,67.92,0.39,0,0,0,0.016,0.282,0.049
0.87,4.6,9.87,13.51,3.82,4.21,27.24,29.88,5.96,-0.409,10968.9,139.8,5.71,131262.0,75.0,1.16,0,0,0,0.0,0.004,0.0
6.48,28.92,51.25,116.66,10.18,27.99,61.02,65.59,6.48,-0.203,13479.0,44.8,2.23,184481.0,63.31,2.16,0,0,0,0.002,0.198,0.344
35.23,77.53,129.22,246.58,41.57,125.69,79.38,99.5,7.25,0.396,15048.7,137.6,4.41,113529.0,0.92,0.59,1,1,1,0.994,0.997,1.0
15.64,34.09,57.88,110.96,24.05,41.12,57.9,65.76,6.29,0.129,12765.3,113.8,6.45,160538.0,63.0,1.17,0,1,0,0.021,0.577,0.414
0.49,4.81,6.89,18.65,0.2,5.46,30.51,37.94,6.03,-0.37,13351.6,46.9,1.65,203322.0,75.0,2.08,0,0,0,0.0,0.004,0.001
6.31,28.95,47.15,121.69,17.28,51.01,58.86,68.0,6.51,-0.071,12862.5,101.5,3.66,164252.0,58.87,1.72,0,0,1,0.011,0.231,0.626
2.25,2.27,3.51,32.19,0.98,5.27,32.94,38.37,5.6,-0.404,9789.2,105.3,3.18,143451.0,75.0,1.26,0,0,0,0.0,0.004,0.001
50.6,161.3,277.89,518.31,76.19,193.46,85.83,99.5,9.92,0.653,32227.7,59.0,2.79,203623.0,0.92,1.95,1,1,1,1.0,1.0,1.0
24.16,84.27,154.52,265.19,52.83,102.66,81.47,99.5,7.97,0.348,15721.0,172.1,4.72,87638.0,0.92,0.84,1,1,1,0.987,1.0,1.0
16.08,36.64,68.98,105.39,23.74,39.29,60.52,68.35,6.4,0.116,9785.1,158.2,8.32,93075.0,58.23,0.76,0,0,0,0.011,0.304,0.121
77.18,165.4,285.95,448.98,108.16,250.06,84.68,99.5,9.25,0.833,26832.8,132.0,1.93,91075.0,0.92,1.48,1,1,1,1.0,1.0,1.0
8.09,32.47,51.67,118.35,23.13,62.78,58.9,65.2,6.26,0.008,12026.9,102.0,1.55,142914.0,64.03,1.79,0,0,1,0.005,0.386,0.722
0.58,1.86,5.78,11.87,0.08,4.66,40.2,42.6,5.6,-0.191,10415.5,94.7,4.49,180983.0,75.0,1.25,0,0,0,0.0,0.002,0.001
1.23,2.61,4.05,8.69,2.7,7.27,28.51,32.85,5.66,-0.348,9269.1,129.4,4.32,131465.0,75.0,1.32,0,0,0,0.0,0.004,0.0
15.65,36.6,74.34,116.93,12.03,49.88,60.23,67.95,7.07,-0.059,15504.3,114.1,3.06,169317.0,58.98,1.7,0,1,1,0.029,0.731,0.777
22.47,96.75,199.26,321.93,42.33,111.3,86.83,99.5,9.37,0.436,26689.0,44.0,2.25,252404.0,0.92,2.7,1,1,1,1.0,1.0,1.0
38.36,103.61,158.03,302.42,52.45,94.68,87.92,99.5,8.73,0.49,20652.0,109.3,2.63,143691.0,0.92,1.61,1,1,1,1.0,1.0,1.0
9.07,25.75,46.41,84.17,10.29,52.63,50.37,55.53,6.19,-0.172,11392.3,151.9,4.77,135234.0,75.0,0.99,0,0,0,0.001,0.079,0.079
5.73,19.95,41.12,108.18,24.14,63.33,57.83,71.46,7.15,-0.02,12078.3,101.6,6.11,158459.0,52.51,1.33,0,1,1,0.02,0.786,0.777
13.02,31.08,58.29,120.11,12.3,47.84,57.76,67.13,6.09,-0.014,14561.0,42.5,2.67,214520.0,60.48,2.01,0,0,1,0.007,0.249,0.837
22.6,92.07,172.41,294.84,50.47,133.15,81.1,99.5,7.1,0.335,15539.1,149.0,9.43,91683.0,0.92,0.64,1,1,1,0.968,0.998,1.0
11.22,26.49,50.14,86.54,13.81,28.82,52.69,63.52,7.53,0.013,14434.5,64.2,1.92,169112.0,67.12,1.45,0,1,0,0.032,0.698,0.118
16.3,37.31,58.87,88.99,19.84,47.22,56.16,67.49,6.86,0.051,15373.0,72.5,4.14,217105.0,59.82,2.24,0,1,1,0.036,0.551,0.727
15.09,29.94,70.86,105.65,17.32,60.34,58.06,66.58,7.56,-0.131,18308.3,58.9,1.06,233263.0,61.49,1.95,0,1,1,0.037,0.798,0.925
20.29,70.92,136.51,259.06,39.76,127.6,84.0,99.5,9.08,0.431,21900.5,82.9,1.55,165310.0,0.92,2.07,1,1,1,0.999,1.0,1.0
43.43,112.39,186.31,345.5,55.73,115.28,84.18,99.5,8.5,0.676,20470.7,144.7,0.5,102907.0,0.92,0.43,1,1,1,1.0,1.0,1.0
0.12,2.87,8.08,9.65,1.6,16.82,40.54,44.75,6.25,-0.261,10515.4,110.3,7.18,149061.0,75.0,1.62,0,0,0,0.0,0.013,0.002
0.47,1.37,10.72,12.22,5.42,10.71,35.45,39.11,6.4,-0.3,12976.5,64.7,1.26,187945.0,75.0,1.8,0,0,0,0.0,0.024,0.002
29.77,68.11,119.26,229.33,54.69,121.5,85.26,99.5,8.1,0.426,16091.2,162.3,5.31,58931.0,0.92,0.17,1,1,1,0.998,1.0,1.0
38.47,100.29,184.66,342.06,55.49,145.8,86.45,99.5,7.97,0.435,16556.9,162.5,3.03,81797.0,0.92,1.04,1,1,1,0.999,1.0,1.0
8.15,28.28,61.21,137.43,20.21,43.6,63.23,72.49,6.69,0.016,10628.6,161.2,7.66,81703.0,50.61,0.9,0,0,0,0.042,0.49,0.347
10.0,21.72,43.32,96.84,27.85,48.61,54.14,57.92,6.78,0.023,16481.2,69.6,1.97,190623.0,75.0,1.94,0,1,1,0.008,0.656,0.597
56.51,177.69,318.23,592.97,73.45,188.82,84.05,99.5,10.25,0.733,31652.9,100.4,1.16,162825.0,0.92,1.45,1,1,1,1.0,1.0,1.0
48.82,178.35,368.47,622.93,67.87,225.42,82.7,99.5,10.15,0.767,32505.1,177.8,7.64,88055.0,0.92,0.46,1,1,1,1.0,1.0,1.0
43.23,95.66,186.55,345.95,44.34,90.56,85.08,99.5,8.11,0.715,19001.0,146.9,1.35,99123.0,0.92,0.83,1,1,1,1.0,0.999,1.0
2.43,4.05,21.41,31.01,0.06,2.43,33.32,41.99,5.67,-0.312,13896.3,38.9,0.78,235830.0,75.0,2.08,0,0,0,0.0,0.012,0.006
37.95,73.99,148.8,241.24,52.51,145.16,81.03,96.41,8.97,0.463,26051.5,44.5,0.5,237557.0,6.6,2.11,1,1,1,1.0,1.0,1.0
1.18,4.14,6.16,16.1,1.57,6.56,30.19,34.19,5.74,-0.421,11218.3,102.3,0.96,165588.0,75.0,2.0,0,0,0,0.0,0.003,0.001
41.42,102.94,211.73,357.99,34.36,102.27,83.31,99.5,9.07,0.55,21047.1,166.8,6.38,70579.0,0.92,1.29,1,1,1,1.0,1.0,1.0
2.8,10.01,11.92,27.44,1.06,1.52,38.62,46.11,5.96,-0.349,11640.7,113.1,0.5,145712.0,75.0,1.72,0,0,0,0.0,0.01,0.001
16.5,40.34,70.49,101.4,26.32,55.63,53.7,63.97,7.25,0.059,16564.7,107.2,0.89,159594.0,66.29,1.48,0,1,1,0.036,0.777,0.832
5.98,17.2,36.76,101.07,15.99,34.82,50.52,60.72,7.42,-0.041,15203.0,50.3,1.76,202722.0,72.28,2.05,0,0,0,0.006,0.288,0.431
42.94,116.2,174.52,272.94,50.72,99.0,81.83,99.5,8.01,0.427,21407.2,130.2,3.28,142673.0,0.92,0.77,1,1,1,0.999,1.0,1.0
7.06,20.78,64.26,142.38,26.84,62.71,67.47,76.39,6.7,0.167,13207.0,154.2,9.5,116428.0,43.44,0.45,0,1,1,0.121,0.806,0.809
1.53,3.12,6.14,18.21,2.63,2.98,39.86,42.87,6.14,-0.353,10140.7,90.2,6.13,160965.0,75.0,1.42,0,0,0,0.0,0.005,0.001
25.62,99.14,169.25,270.73,44.77,100.77,86.95,99.5,9.31,0.378,20205.9,147.5,2.86,105949.0,0.92,1.41,1,1,1,1.0,1.0,1.0
6.19,17.72,51.93,93.08,22.95,40.96,52.71,59.24,5.18,-0.103,9414.1,174.8,7.87,79815.0,74.99,0.92,0,0,0,0.0,0.028,0.029
0.05,4.99,10.7,23.86,0.06,1.02,35.47,42.95,6.34,-0.392,14093.6,64.5,3.13,194360.0,75.0,2.17,0,0,0,0.0,0.013,0.003
77.49,156.17,339.33,561.12,97.02,228.58,85.01,99.5,10.52,0.873,33204.7,110.9,2.69,154165.0,0.92,1.0,1,1,1,1.0,1.0,1.0
10.42,23.38,58.57,128.91,10.89,37.29,63.28,76.74,7.18,-0.006,13048.4,76.6,0.62,190487.0,42.8,2.04,0,1,1,0.1,0.64,0.626
28.77,86.15,142.98,297.66,49.2,140.0,84.24,99.5,8.72,0.433,16903.0,150.0,5.22,78025.0,0.92,0.66,1,1,1,0.999,1.0,1.0
15.62,26.88,45.85,118.91,20.72,36.31,60.97,71.86,6.49,0.025,12998.5,118.8,3.79,144386.0,51.77,0.53,0,1,0,0.025,0.597,0.305
43.36,97.28,165.33,286.66,58.8,104.87,81.11,99.5,8.28,0.61,20531.0,127.0,3.45,111081.0,0.92,1.14,1,1,1,1.0,1.0,1.0
28.97,76.73,177.11,319.38,44.0,120.55,84.91,99.5,7.92,0.33,21876.3,150.7,6.47,113251.0,0.92,0.47,1,1,1,0.994,1.0,1.0
10.13,27.84,72.58,129.36,29.77,67.19,61.47,73.88,7.17,0.069,15272.0,92.4,1.99,159033.0,48.06,1.31,0,1,1,0.092,0.912,0.875
49.83,167.59,292.1,506.63,90.66,242.04,85.24,99.5,9.39,0.554,25978.3,167.7,2.39,76355.0,0.92,0.4,1,1,1,1.0,1.0,1.0
7.74,30.63,73.66,108.14,27.71,50.48,47.87,57.01,7.46,-0.05,13987.1,112.3,4.15,165837.0,75.0,1.12,0,1,1,0.009,0.738,0.533
22.03,95.37,168.9,298.74,49.35,101.08,85.44,99.5,9.56,0.431,23947.9,57.9,2.43,217962.0,0.92,2.03,1,1,1,1.0,1.0,1.0
36.74,73.58,135.77,291.34,63.37,129.92,86.32,99.5,8.67,0.342,18512.3,135.9,1.88,100721.0,0.92,0.91,1,1,1,0.999,1.0,1.0
7.2,22.37,63.68,97.19,12.56,54.43,48.33,60.55,5.98,-0.039,11094.4,150.0,7.76,84749.0,72.59,0.17,0,0,0,0.001,0.073,0.233
10.4,19.82,39.0,113.12,19.8,39.69,47.82,57.19,6.91,-0.312,14762.7,80.9,0.5,173894.0,75.0,2.17,0,0,0,0.002,0.219,0.445
80.76,201.48,313.55,534.89,72.22,194.87,82.96,99.5,9.61,0.86,27777.3,159.3,3.92,94770.0,0.92,0.3,1,1,1,1.0,1.0,1.0
0.39,1.34,5.03,14.31,1.01,1.4,40.01,43.6,5.55,-0.233,7186.1,166.4,5.05,85706.0,75.0,0.21,0,0,0,0.0,0.001,0.0
4.19,4.66,8.68,9.71,2.33,2.68,36.05,37.41,6.03,-0.373,12521.5,75.2,1.77,177172.0,75.0,1.7,0,0,0,0.0,0.005,0.001
7.98,26.98,50.47,107.11,12.49,33.56,48.79,57.28,5.75,-0.001,5089.3,177.6,4.41,49359.0,75.0,0.3,0,0,0,0.001,0.021,0.013
1.59,1.68,2.15,5.06,0.04,0.39,32.6,37.16,6.09,-0.301,13747.1,55.4,3.81,217740.0,75.0,2.52,0,0,0,0.0,0.005,0.001
27.03,65.75,167.72,253.0,60.13,145.39,80.89,99.5,8.5,0.382,20541.4,64.3,1.27,200121.0,0.92,2.03,1,1,1,0.998,1.0,1.0
0.13,0.19,0.4,11.11,2.22,5.61,29.08,33.32,6.79,-0.45,14047.4,61.7,4.87,238303.0,75.0,2.16,0,0,0,0.0,0.008,0.002
0.94,1.42,8.77,13.53,8.56,10.26,35.74,42.81,6.1,-0.197,6440.7,164.6,7.06,82995.0,75.0,0.6,0,0,0,0.0,0.005,0.0
26.58,97.35,181.39,319.14,44.29,133.07,87.97,99.5,8.03,0.373,20467.9,129.9,4.76,151367.0,0.92,1.09,1,1,1,0.996,1.0,1.0
3.0,4.43,5.53,18.05,6.18,9.59,32.0,38.32,6.54,-0.45,14185.6,57.1,2.49,193978.0,75.0,2.15,0,0,0,0.0,0.027,0.003
17.4,31.25,73.7,109.33,17.18,47.01,57.79,70.4,7.28,0.003,15564.1,98.8,7.96,137786.0,54.47,0.88,0,1,1,0.096,0.782,0.561
36.33,83.09,188.55,340.83,57.98,104.27,81.22,99.5,8.8,0.519,20154.6,124.2,2.13,114137.0,0.92,1.02,1,1,1,1.0,1.0,1.0
21.96,76.88,172.8,262.66,52.45,121.48,85.03,99.5,10.2,0.303,28347.3,47.1,0.7,241314.0,0.92,2.55,1,1,1,1.0,1.0,1.0
38.15,90.56,182.16,274.93,37.51,127.19,83.22,99.5,8.34,0.719,21203.8,163.0,3.49,110801.0,0.92,1.73,1,1,1,1.0,1.0,1.0
